,Profit
5794,518.76
5795,143.082
5796,22.2264
5797,259.02
5798,-10.8
5799,-108.978
5800,-136.444
5801,-211.728
5802,1.2
5803,-133.632
5804,6.66
5805,-1.3338
5806,18.9
5807,66.6
5808,8.4
5809,-34.965
5810,7.92
5811,0.0
5812,-40.302
5813,5.6644
5814,-0.8558
5815,28.8
5816,84.06
5817,32.4
5818,628.037
5819,239.906
5820,112.32
5821,5.208
5822,5.98
5823,-3.3246
5824,33.96
5825,0.0
5826,-31.908
5827,212.706
5828,24.03
5829,278.37
5830,23.0864
5831,0.1512
5832,28.17
5833,7.9
5834,114.3
5835,0.0
5836,8.58
5837,2476.44
5838,-24.876
5839,5.67
5840,-258.502
5841,21.888
5842,157.74
5843,29.28
5844,68.1
5845,1.158
5846,16.88
5847,29.7024
5848,-16.2846
5849,158.752
5850,10.7912
5851,0.0
5852,59.4
5853,-41.688
5854,18.66
5855,7.1
5856,9.72
5857,-19.8
5858,13.32
5859,-4.041
5860,-35.8176
5861,48.48
5862,-119.46
5863,63.984
5864,2.64
5865,5.55
5866,2.3814
5867,3.42
5868,20.58
5869,-3.6288
5870,117.432
5871,25.134
5872,-0.032
5873,8.616
5874,-11.916
5875,7.29
5876,1163.88
5877,4.68
5878,39.0
5879,0.0
5880,26.5824
5881,5.16
5882,14.88
5883,-20.4352
5884,314.842
5885,-18.5304
5886,387.568
5887,44.079
5888,4.65
5889,-34.758
5890,10.08
5891,-107.993
5892,3.08
5893,1.904
5894,24.0
5895,27.4
5896,-38.256
5897,45.69
5898,413.04
5899,38.25
5900,91.38
5901,6.192
5902,38.52
5903,2.2
5904,42.24
5905,13.984
5906,50.805
5907,9.36
5908,-775.376
5909,65.25
5910,-192.047
5911,6.84
5912,2.7072
5913,-445.113
5914,54.6912
5915,-1665.05
5916,2.224
5917,575.46
5918,5.8604
5919,55.24
5920,6.72
5921,-59.0569
5922,-20.598
5923,-4.8
5924,4.77
5925,1.84
5926,17.4064
5927,1379.98
5928,50.3988
5929,-21.09
5930,41.4
5931,-3.978
5932,4.65
5933,-8.1
5934,7.8
5935,4.3176
5936,-196.188
5937,10.52
5938,395.352
5939,-85.764
5940,123.591
5941,282.516
5942,3.72
5943,27.9108
5944,-2.796
5945,96.2507
5946,12.264
5947,8.694
5948,-43.848
5949,10.8
5950,-77.04
5951,1.26
5952,85.5
5953,-6.48
5954,73.8
5955,10.35
5956,116.069
5957,-94.86
5958,2.5056
5959,88.271
5960,4.8
5961,10.11
5962,-60.585
5963,2.52
5964,33.66
5965,19.41
5966,4.8
5967,944.987
5968,10.44
5969,6.12
5970,0.6672
5971,5.16
5972,9.3228
5973,12.396
5974,236.52
5975,18.78
5976,-37.023
5977,4.32
5978,28.32
5979,101.64
5980,93.44
5981,19.96
5982,123.72
5983,14.76
5984,27.36
5985,70.56
5986,33.76
5987,-104.956
5988,30.54
5989,-17.0274
5990,20.37
5991,15.984
5992,10.64
5993,11.7488
5994,3.2
5995,-241.812
5996,8.7
5997,0.9576
5998,15.36
5999,3.24
6000,0.66
6001,-21.052
6002,15.5204
6003,41.697
6004,-52.7535
6005,81.1314
6006,-238.68
6007,35.043
6008,332.288
6009,4.3254
6010,24.72
6011,30.6
6012,42.3
6013,19.8
6014,6.0382
6015,3.185
6016,14.14
6017,-77.28
6018,61.02
6019,-4.368
6020,-12.404
6021,18.54
6022,6.228
6023,3.51
6024,1.6
6025,1.17
6026,9.09
6027,5.68
6028,94.77
6029,55.62
6030,42.72
6031,56.352
6032,6.304
6033,15.68
6034,66.87
6035,0.0
6036,29.52
6037,6.9822
6038,9.96
6039,82.3
6040,80.04
6041,-11.64
6042,-40.26
6043,0.72
6044,5.8604
6045,552.44
6046,45.7657
6047,2.94
6048,4.58
6049,9.5796
6050,8.013
6051,0.7152
6052,-264.921
6053,-4.656
6054,-0.048
6055,-21.888
6056,113.58
6057,0.18
6058,22.76
6059,1.016
6060,-113.364
6061,79.5
6062,0.0
6063,3.36
6064,56.7864
6065,886.68
6066,12.7728
6067,5.3116
6068,-18.5589
6069,-26.784
6070,2.904
6071,-19.6425
6072,0.3
6073,-10.413
6074,130.62
6075,0.0
6076,-63.54
6077,-88.2426
6078,53.07
6079,61.947
6080,6.75
6081,2.34
6082,119.13
6083,-8.442
6084,-425.124
6085,-10.032
6086,-30.432
6087,23.72
6088,-111.168
6089,-0.798
6090,3.6432
6091,22.77
6092,-9.68
6093,10.71
6094,59.84
6095,0.6138
6096,17.91
6097,5.952
6098,5.4
6099,59.76
6100,37.32
6101,949.2
6102,-52.26
6103,-13.6312
6104,20.64
6105,-5.1345
6106,20.04
6107,12.672
6108,3.813
6109,26.73
6110,-153.6
6111,1.56
6112,-325.875
6113,511.52
6114,0.6
6115,-17.164
6116,614.7
6117,7.35
6118,71.5005
6119,2.64
6120,23.301
6121,-15.6975
6122,15.264
6123,8.0997
6124,142.08
6125,38.52
6126,-10.128
6127,-6.408
6128,28.3479
6129,8.28
6130,19.0848
6131,11.4
6132,0.0
6133,17.5
6134,5.94
6135,13.86
6136,8.04
6137,6.6
6138,144.96
6139,0.7065
6140,5.64
6141,26.1156
6142,151.52
6143,18.76
6144,-10.86
6145,22.08
6146,-8.88
6147,85.59
6148,-699.78
6149,593.91
6150,18.0
6151,49.58
6152,1.728
6153,76.0878
6154,45.36
6155,0.0
6156,9.6712
6157,50.2398
6158,11.88
6159,3.8
6160,200.43
6161,12.04
6162,81.6
6163,28.14
6164,1.1466
6165,25.38
6166,2.16
6167,10.134
6168,3.42
6169,222.72
6170,3.852
6171,4.344
6172,11.148
6173,124.1
6174,24.48
6175,-10.096
6176,64.845
6177,-34.641
6178,28.32
6179,1424.85
6180,-34.0722
6181,5.0196
6182,-31.48
6183,71.1
6184,39.357
6185,0.84
6186,27.3
6187,-23.688
6188,-44.0475
6189,-47.04
6190,17.619
6191,22.7103
6192,-28.992
6193,1.024
6194,6.5052
6195,36.2556
6196,27.756
6197,27.28
6198,-3.234
6199,19.656
6200,12.09
6201,54.215
6202,13.26
6203,-372.6
6204,22.356
6205,2.4
6206,27.54
6207,-33.3
6208,18.4632
6209,8.2848
6210,9.92
6211,-8.22
6212,0.0
6213,15.69
6214,66.1451
6215,0.44
6216,5.4
6217,102.56
6218,-28.686
6219,3.78
6220,22.71
6221,60.356
6222,-37.44
6223,-1.932
6224,6.3
6225,-24.84
6226,8.4888
6227,-82.095
6228,-2.7552
6229,49.35
6230,7.44
6231,-3.36
6232,3.24
6233,2.85
6234,73.32
6235,-7.842
6236,9.616
6237,63.68
6238,30.0957
6239,16.02
6240,11.88
6241,6.5975
6242,28.98
6243,28.9
6244,-75.798
6245,41.52
6246,13.68
6247,22.8
6248,-142.512
6249,-20.16
6250,-3.168
6251,16.05
6252,3.6288
6253,9.3564
6254,15.0
6255,-88.641
6256,38.28
6257,7.029
6258,526.089
6259,107.148
6260,-6.33
6261,-40.68
6262,0.12
6263,0.63
6264,85.44
6265,-141.414
6266,11.4296
6267,50.4
6268,0.0
6269,12.7008
6270,64.92
6271,60.06
6272,41.4
6273,16.47
6274,361.44
6275,51.72
6276,17.16
6277,8.208
6278,1.8
6279,11.7
6280,12.06
6281,69.786
6282,10.26
6283,29.88
6284,22.0
6285,25.8129
6286,-3.45
6287,27.6
6288,-9.594
6289,182.55
6290,107.802
6291,-19.008
6292,73.29
6293,6.0
6294,10.26
6295,854.28
6296,-0.224
6297,-29.07
6298,20.52
6299,47.52
6300,-96.255
6301,-185.557
6302,178.543
6303,412.74
6304,-1.1424
6305,19.44
6306,16.08
6307,162.81
6308,30.0
6309,117.18
6310,756.872
6311,28.698
6312,1.368
6313,55.56
6314,6.6
6315,7.6
6316,-6.768
6317,1.54
6318,146.52
6319,23.52
6320,12.6
6321,4.752
6322,3.4496
6323,-52.2367
6324,928.44
6325,7.98
6326,164.88
6327,45.8064
6328,15.3
6329,29.76
6330,-14.484
6331,-36.904
6332,15.84
6333,3.668
6334,86.202
6335,48.8064
6336,84.399
6337,-23.3847
6338,-25.938
6339,-15.4188
6340,7.36
6341,4.756
6342,-176.769
6343,0.1512
6344,0.57
6345,39.62
6346,180.64
6347,-13.58
6348,3.96
6349,65.88
6350,33.0
6351,2.8196
6352,10.906
6353,-36.984
6354,7.281
6355,128.97
6356,39.468
6357,-18.5913
6358,143.97
6359,12.36
6360,238.653
6361,-110.29
6362,-0.648
6363,1.551
6364,11.898
6365,10.86
6366,1.5
6367,122.16
6368,35.838
6369,12.9
6370,35.9
6371,4.26
6372,54.297
6373,150.15
6374,4.1031
6375,18.96
6376,21.7515
6377,-18.855
6378,96.18
6379,5.7568
6380,3.9
6381,8.1882
6382,-11.718
6383,-1869.88
6384,18.8732
6385,28.5
6386,29.8802
6387,594.72
6388,-2.562
6389,76.0116
6390,3.6288
6391,0.36
6392,-10.26
6393,-7.3255
6394,28.42
6395,-27.765
6396,17.844
6397,7.2
6398,25.398
6399,-1.656
6400,14.3424
6401,-1.764
6402,511.08
6403,-44.58
6404,-5.0283
6405,4.92
6406,58.7916
6407,279.36
6408,20.79
6409,759.264
6410,101.43
6411,104.951
6412,536.46
6413,64.374
6414,3.36
6415,80.19
6416,-125.01
6417,22.14
6418,-8.55
6419,19.68
6420,-2.274
6421,301.466
6422,-208.53
6423,169.332
6424,2.73
6425,-137.616
6426,5.52
6427,5.46
6428,54.0
6429,-2.3142
6430,17.3148
6431,9.3444
6432,61.0736
6433,1.26
6434,13.44
6435,4.1148
6436,24.2256
6437,22.26
6438,-54.162
6439,64.98
6440,7.554
6441,3.51
6442,9.24
6443,-123.744
6444,1.652
6445,119.2
6446,63.27
6447,10.08
6448,176.515
6449,5.28
6450,-251.028
6451,-5.028
6452,-42.624
6453,39.39
6454,29.95
6455,8.6436
6456,69.9345
6457,55.8
6458,68.16
6459,-3.6
6460,37.92
6461,76.56
6462,-0.024
6463,9.837
6464,2.16
6465,-6.48
6466,0.0
6467,103.68
6468,-23.68
6469,102.5
6470,10.554
6471,-10.3635
6472,36.945
6473,41.04
6474,110.34
6475,4.96
6476,333.048
6477,-9.54
6478,8.983
6479,4.4352
6480,22.08
6481,4.7712
6482,7.506
6483,37.2
6484,10.96
6485,-31.512
6486,-49.158
6487,2.88
6488,23.22
6489,-0.3
6490,23.28
6491,3.42
6492,1.98
6493,0.0
6494,57.0
6495,-19.164
6496,14.76
6497,18.48
6498,40.68
6499,7.44
6500,19.755
6501,0.7398
6502,126.321
6503,-34.3212
6504,1.98
6505,34.98
6506,128.16
6507,-12.285
6508,-48.916
6509,1.4456
6510,56.646
6511,-10.3647
6512,-34.128
6513,137.52
6514,16.98
6515,12.06
6516,-22.0416
6517,11.865
6518,181.992
6519,3.14
6520,16.608
6521,7.7
6522,39.96
6523,4.4564
6524,4.92
6525,214.368
6526,55.28
6527,2.58
6528,-19.0512
6529,8.76
6530,19.62
6531,-52.632
6532,34.98
6533,-15.7008
6534,-45.8273
6535,-16.68
6536,0.7938
6537,75.12
6538,3.4048
6539,23.7684
6540,-6.504
6541,53.76
6542,-51.282
6543,36.06
6544,121.99
6545,7.86
6546,-1.512
6547,2.64
6548,7.0227
6549,30.5088
6550,386.835
6551,11.151
6552,23.4
6553,135.98
6554,-0.7623
6555,14.4
6556,169.05
6557,9.396
6558,13.32
6559,-9.7972
6560,26.328
6561,-31.884
6562,592.79
6563,1.98
6564,7.2576
6565,-25.9722
6566,69.64
6567,-12.936
6568,13.2
6569,-6.516
6570,3.5752
6571,30.372
6572,89.91
6573,86.76
6574,11.85
6575,12.225
6576,-29.244
6577,553.39
6578,49.23
6579,4.23
6580,6.18
6581,-32.208
6582,3.3
6583,6.98
6584,1.6416
6585,43.92
6586,67.2742
6587,6.3
6588,225.9
6589,156.45
6590,24.96
6591,249.91
6592,8.76
6593,178.56
6594,27.72
6595,25.2
6596,29.34
6597,-46.2672
6598,2.19
6599,-538.332
6600,-24.138
6601,81.2646
6602,28.35
6603,71.928
6604,5.25
6605,121.77
6606,0.9
6607,-34.888
6608,25.6
6609,235.68
6610,5.434
6611,11.34
6612,18.06
6613,10.26
6614,23.0864
6615,2.97
6616,20.88
6617,93.2232
6618,-25.9136
6619,79.14
6620,8.7
6621,10.98
6622,2.7585
6623,-216.72
6624,23.5564
6625,4.02
6626,8.184
6627,18.8
6628,29.43
6629,-86.88
6630,7.08
6631,61.95
6632,15.6978
6633,33.48
6634,45.6
6635,20.7312
6636,38.28
6637,40.8
6638,-2.265
6639,2.4
6640,10.2
6641,-6.705
6642,17.99
6643,3.84
6644,304.7
6645,86.68
6646,6.0
6647,31.92
6648,-12.5103
6649,0.9
6650,19.74
6651,11.46
6652,29.58
6653,3.456
6654,11.94
6655,-0.054
6656,22.86
6657,14.7546
6658,16.92
6659,87.864
6660,57.03
6661,27.63
6662,27.09
6663,-33.792
6664,0.0
6665,5.55
6666,551.976
6667,17.28
6668,97.2
6669,21.03
6670,20.52
6671,-4.77
6672,6.4864
6673,2.624
6674,229.32
6675,-22.44
6676,-18.18
6677,-0.189
6678,-12.8784
6679,29.22
6680,357.0
6681,54.9504
6682,10.86
6683,-0.9
6684,-1.239
6685,-3.12
6686,8.658
6687,42.0186
6688,-20.298
6689,0.0
6690,-4.8978
6691,32.46
6692,41.934
6693,185.7
6694,40.59
6695,49.0104
6696,5.85
6697,-6.822
6698,-2.664
6699,18.18
6700,10.74
6701,2.1684
6702,1.11
6703,4.476
6704,2.5146
6705,30.81
6706,-12.018
6707,10.26
6708,509.86
6709,-30.57
6710,37.8
6711,9.036
6712,16.2
6713,4.761
6714,-20.8935
6715,10.02
6716,6.924
6717,-8.352
6718,2.32
6719,6.12
6720,4.08
6721,157.05
6722,-43.7292
6723,196.38
6724,11.82
6725,18.27
6726,6.36
6727,-51.72
6728,234.645
6729,4.98
6730,20.16
6731,22.2
6732,-31.806
6733,16.02
6734,4.86
6735,148.8
6736,16.05
6737,-19.59
6738,-26.739
6739,2.4
6740,-22.272
6741,83.31
6742,406.715
6743,2.46
6744,11.88
6745,-16.944
6746,2.73
6747,-3.1695
6748,163.5
6749,-18.66
6750,-106.944
6751,31.984
6752,14.0
6753,21.6
6754,4.0098
6755,9.4788
6756,4.1148
6757,45.1395
6758,0.987
6759,-101.97
6760,15.52
6761,131.82
6762,6.27
6763,-10.164
6764,49.8042
6765,0.363
6766,38.15
6767,14.22
6768,19.2
6769,0.0
6770,-27.792
6771,2.8912
6772,13.16
6773,75.18
6774,34.08
6775,-17.388
6776,19.5858
6777,7.6
6778,484.224
6779,0.0
6780,-9.7353
6781,6.4
6782,216.6
6783,23.49
6784,10.236
6785,51.6
6786,154.14
6787,-17.91
6788,23.22
6789,93.33
6790,153.06
6791,0.99
6792,4.1328
6793,3.87
6794,25.4016
6795,-14.592
6796,7.875
6797,-35.6174
6798,-26.22
6799,60.64
6800,-394.259
6801,314.99
6802,5.88
6803,489.984
6804,5.26
6805,4.41
6806,36.486
6807,14.76
6808,9.63
6809,24.744
6810,18.9
6811,5.01
6812,32.46
6813,4.914
6814,8.5544
6815,-35.672
6816,236.67
6817,6.16
6818,4.98
6819,6.6
6820,-38.1114
6821,-2.8719
6822,-12.6864
6823,338.76
6824,-1.818
6825,-75.904
6826,56.46
6827,8.64
6828,311.652
6829,7.59
6830,157.426
6831,10.2
6832,-2.0622
6833,9.03
6834,3.9
6835,9.78
6836,10.242
6837,45.36
6838,-31.843
6839,0.39
6840,24.2012
6841,18.78
6842,21.12
6843,20.07
6844,-9.066
6845,8.3868
6846,61.4
6847,4.9728
6848,5.6644
6849,99.6552
6850,-127.764
6851,42.75
6852,69.66
6853,-2.184
6854,41.94
6855,15.12
6856,30.72
6857,-88.125
6858,93.6
6859,100.08
6860,-40.104
6861,24.78
6862,4.77
6863,3.12
6864,75.996
6865,-42.4638
6866,13.64
6867,-137.295
6868,82.8
6869,1.4406
6870,-24.928
6871,9.3
6872,26.82
6873,55.17
6874,6.715
6875,16.848
6876,2.88
6877,12.72
6878,138.87
6879,-7.368
6880,27.75
6881,89.3739
6882,85.32
6883,260.82
6884,-19.704
6885,0.0
6886,8.9985
6887,11.5536
6888,1.24
6889,3.9
6890,12.66
6891,-11.844
6892,52.734
6893,35.8
6894,208.62
6895,95.04
6896,66.084
6897,13.86
6898,-20.6208
6899,50.04
6900,-1.233
6901,66.48
6902,2.299
6903,3.12
6904,7.96
6905,70.68
6906,0.24
6907,119.49
6908,-7.614
6909,9.78
6910,10.35
6911,-17.61
6912,126.99
6913,126.336
6914,195.57
6915,580.539
6916,4.4352
6917,129.336
6918,80.04
6919,31.47
6920,2.19
6921,4.65
6922,2.401
6923,-129.54
6924,225.396
6925,53.76
6926,33.0
6927,46.122
6928,3.1104
6929,18.6624
6930,38.08
6931,16.7875
6932,-86.064
6933,21.204
6934,72.54
6935,6.18
6936,56.5264
6937,40.32
6938,7.84
6939,-126.859
6940,9.21
6941,170.7
6942,0.45
6943,24.78
6944,52.38
6945,3.168
6946,24.7275
6947,-7.416
6948,-4.128
6949,55.845
6950,38.024
6951,31.05
6952,2.274
6953,32.94
6954,7.92
6955,45.504
6956,14.67
6957,17.85
6958,10.3473
6959,5.22
6960,21.2
6961,131.82
6962,9.0
6963,15.4
6964,4.914
6965,-0.162
6966,-43.548
6967,-58.716
6968,-27.1296
6969,38.55
6970,-68.328
6971,252.9
6972,41.76
6973,6.36
6974,2.502
6975,-37.74
6976,-23.604
6977,-27.78
6978,15.9446
6979,-116.226
6980,-58.596
6981,33.996
6982,55.512
6983,-167.986
6984,39.24
6985,5.973
6986,170.235
6987,4.32
6988,-13.44
6989,4.62
6990,4.9878
6991,1.56
6992,0.36
6993,0.18
6994,32.736
6995,-136.49
6996,7.2576
6997,177.589
6998,6.18
6999,43.92
7000,84.5982
7001,8.1
7002,87.657
7003,53.46
7004,212.04
7005,6.768
7006,-5.856
7007,85.8
7008,24.22
7009,238.44
7010,2.88
7011,205.725
7012,32.64
7013,9.1938
7014,0.24
7015,-21.69
7016,-2.5248
7017,58.02
7018,10.35
7019,792.269
7020,-200.24
7021,62.9143
7022,40.26
7023,6.72
7024,8.9544
7025,130.14
7026,-76.275
7027,29.88
7028,4.1787
7029,-52.6582
7030,110.96
7031,5.28
7032,20.52
7033,35.76
7034,22.2
7035,-17.4588
7036,20.04
7037,18.06
7038,213.12
7039,143.16
7040,4.32
7041,7.05
7042,7.7832
7043,6.792
7044,1.08
7045,28.62
7046,27.864
7047,622.02
7048,162.96
7049,15.03
7050,2.048
7051,-6.39
7052,33.042
7053,-43.736
7054,56.264
7055,14.2
7056,24.0242
7057,-63.396
7058,0.0
7059,9.84
7060,17.7
7061,4.41
7062,9.36
7063,8.55
7064,9.72
7065,-1.53
7066,224.58
7067,3.96
7068,13.2
7069,-77.664
7070,1.456
7071,3.21
7072,0.0
7073,-66.24
7074,4.92
7075,-165.984
7076,317.16
7077,-152.448
7078,265.44
7079,16.3352
7080,74.52
7081,-32.76
7082,23.49
7083,299.28
7084,8.28
7085,-169.728
7086,5.64
7087,6.93
7088,70.44
7089,21.45
7090,13.5356
7091,31.6
7092,6.84
7093,0.0
7094,10.86
7095,16.3842
7096,42.496
7097,5.643
7098,534.4
7099,0.5097
7100,403.47
7101,38.532
7102,0.0
7103,5.84
7104,0.936
7105,61.95
7106,4.96
7107,79.2
7108,18.645
7109,34.26
7110,-31.728
7111,43.84
7112,2.457
7113,19.35
7114,143.76
7115,-57.435
7116,-0.568
7117,1.5
7118,10.74
7119,-65.508
7120,34.23
7121,441.72
7122,-2.484
7123,30.48
7124,62.88
7125,-126.072
7126,30.4362
7127,128.2
7128,28.29
7129,6.074
7130,132.59
7131,311.85
7132,-0.336
7133,1.5
7134,6.84
7135,4.23
7136,0.12
7137,24.36
7138,6.84
7139,311.49
7140,18.54
7141,29.3877
7142,-0.555
7143,232.92
7144,3.36
7145,747.612
7146,53.7504
7147,-29.871
7148,7.7035
7149,59.82
7150,3.48
7151,10.32
7152,309.78
7153,7.9662
7154,14.8
7155,-83.088
7156,0.99
7157,13.8
7158,-5.1
7159,-6.723
7160,139.776
7161,-59.562
7162,6.4206
7163,-20.376
7164,-48.168
7165,93.36
7166,1.71
7167,13.7862
7168,-11.535
7169,20.4
7170,-1.344
7171,-40.26
7172,652.95
7173,-147.963
7174,10.584
7175,164.7
7176,-21.093
7177,7.84
7178,-20.6724
7179,6.42
7180,18.45
7181,720.75
7182,33.9
7183,0.6
7184,109.92
7185,21.036
7186,22.44
7187,58.338
7188,0.24
7189,54.81
7190,-0.68
7191,3.4
7192,-1.458
7193,-0.03
7194,7.74
7195,38.784
7196,-33.04
7197,19.71
7198,0.96
7199,5.46
7200,159.6
7201,23.64
7202,26.16
7203,58.5
7204,16.4
7205,19.98
7206,-30.834
7207,2.245
7208,233.8
7209,7.644
7210,67.608
7211,-22.24
7212,125.46
7213,18.0648
7214,-1.0647
7215,59.92
7216,-36.9544
7217,22.1184
7218,-195.456
7219,36.36
7220,3.104
7221,30.656
7222,-24.99
7223,36.9502
7224,57.24
7225,7.2
7226,-22.728
7227,0.0
7228,25.875
7229,3.48
7230,32.76
7231,1.05
7232,139.98
7233,-31.524
7234,36.72
7235,730.26
7236,26.64
7237,47.28
7238,107.16
7239,-45.4656
7240,3.9
7241,21.54
7242,-6.848
7243,14.16
7244,75.6
7245,22.74
7246,14.1694
7247,-102.78
7248,3.72
7249,21.0
7250,29.22
7251,1.672
7252,90.735
7253,-141.488
7254,26.73
7255,6.75
7256,45.24
7257,-12.09
7258,-1.902
7259,22.76
7260,-10.674
7261,0.3399
7262,13.4
7263,-437.273
7264,6.0
7265,-109.35
7266,15.66
7267,14.1728
7268,13.38
7269,6.42
7270,28.5
7271,20.55
7272,34.08
7273,12.7008
7274,8.2
7275,-83.436
7276,-45.9018
7277,13.68
7278,9.18
7279,54.234
7280,1.12
7281,-6.696
7282,0.0
7283,-7.008
7284,10.9368
7285,-4.2012
7286,6.6
7287,110.76
7288,-0.99
7289,-95.202
7290,85.2475
7291,3.2214
7292,110.52
7293,-111.2
7294,0.0
7295,-16.398
7296,19.14
7297,8.733
7298,202.86
7299,64.14
7300,17.982
7301,51.7812
7302,190.08
7303,6.18
7304,-148.295
7305,9.8
7306,1.032
7307,3.21
7308,-6.7275
7309,-12.117
7310,12.12
7311,32.64
7312,15.78
7313,11.4
7314,-36.018
7315,78.6508
7316,4.3372
7317,50.4
7318,9.54
7319,4.05
7320,17.49
7321,46.662
7322,-553.648
7323,-16.096
7324,11.52
7325,-13.433
7326,251.711
7327,123.69
7328,6.42
7329,25.8
7330,0.2
7331,-35.2512
7332,-41.262
7333,41.85
7334,5.28
7335,-47.412
7336,-203.796
7337,54.42
7338,7.049
7339,-129.99
7340,7.9248
7341,43.8
7342,100.196
7343,28.35
7344,-6.312
7345,3.96
7346,15.66
7347,-773.838
7348,17.94
7349,30.7
7350,371.04
7351,0.6
7352,233.52
7353,-33.027
7354,438.75
7355,-105.966
7356,31.02
7357,2.22
7358,11.34
7359,-101.124
7360,-37.59
7361,-2.349
7362,9.0055
7363,116.55
7364,-2.322
7365,103.068
7366,-50.984
7367,313.262
7368,-64.036
7369,33.21
7370,-38.1
7371,10.44
7372,60.24
7373,-33.312
7374,28.77
7375,-10.22
7376,1.0269
7377,-33.38
7378,-3.008
7379,24.36
7380,2.3952
7381,-540.168
7382,9.876
7383,58.005
7384,5.37
7385,233.996
7386,107.722
7387,18.767
7388,1.284
7389,8.2156
7390,3.72
7391,1.4499
7392,22.08
7393,20.6955
7394,219.78
7395,-29.79
7396,3.6
7397,375.943
7398,-11.025
7399,-9.894
7400,11.08
7401,3.36
7402,253.998
7403,10.26
7404,-459.987
7405,-177.228
7406,-8.145
7407,48.36
7408,10.14
7409,-45.3492
7410,-5.7638
7411,-52.74
7412,69.9965
7413,10.98
7414,-7.176
7415,-32.2192
7416,283.005
7417,13.38
7418,140.22
7419,20.07
7420,919.971
7421,40.32
7422,40.64
7423,-29.604
7424,1.8704
7425,44.733
7426,-10.524
7427,49.2723
7428,-134.304
7429,-26.8758
7430,5.382
7431,69.48
7432,8.28
7433,24.33
7434,16.98
7435,-84.672
7436,-51.3
7437,2.91
7438,12.54
7439,15.386
7440,26.46
7441,7.44
7442,65.28
7443,3.852
7444,7.71
7445,232.8
7446,87.675
7447,212.188
7448,-3.4272
7449,57.87
7450,373.68
7451,3.78
7452,16.35
7453,3.9
7454,43.92
7455,15.0
7456,22.8
7457,444.483
7458,-24.9018
7459,200.076
7460,25.053
7461,38.56
7462,117.72
7463,163.38
7464,31.8
7465,132.3
7466,0.1744
7467,-220.419
7468,-6.174
7469,-56.856
7470,503.316
7471,-36.444
7472,5.52
7473,3.78
7474,0.0
7475,8.0712
7476,-5.526
7477,5.205
7478,3.06
7479,30.06
7480,16.2
7481,38.25
7482,5.6644
7483,-5.94
7484,1.59
7485,113.848
7486,-41.805
7487,171.0
7488,1.08
7489,11.22
7490,18.63
7491,3.96
7492,81.1734
7493,0.72
7494,16.668
7495,4.44
7496,-2.5
7497,1.2
7498,-120.294
7499,6.0378
7500,227.82
7501,33.0
7502,1.56
7503,4.8
7504,-12.972
7505,-65.568
7506,-4.248
7507,-3.24
7508,-124.662
7509,83.91
7510,7.326
7511,-411.328
7512,-7.3686
7513,-151.794
7514,71.036
7515,0.0
7516,13.6
7517,-81.441
7518,-4.8
7519,38.2
7520,0.36
7521,2.97
7522,213.12
7523,12.096
7524,-0.813
7525,4.5
7526,2.88
7527,47.52
7528,83.58
7529,5.0232
7530,266.49
7531,64.14
7532,150.984
7533,-7.854
7534,-91.728
7535,14.1
7536,3.12
7537,-916.718
7538,1.668
7539,26.73
7540,0.96
7541,-483.3
7542,39.438
7543,14.16
7544,91.32
7545,12.72
7546,1.92
7547,0.4704
7548,41.37
7549,30.564
7550,15.93
7551,1.5
7552,38.52
7553,35.04
7554,2.0388
7555,2.37
7556,-31.4874
7557,30.72
7558,45.6
7559,179.28
7560,138.3
7561,5.9778
7562,2.0358
7563,-8.892
7564,6.468
7565,3.776
7566,7.2
7567,6.48
7568,111.96
7569,-39.972
7570,75.68
7571,10.4284
7572,71.88
7573,-0.72
7574,55.56
7575,15.9
7576,28.8
7577,0.0
7578,2.552
7579,-0.75
7580,82.188
7581,347.76
7582,-108.266
7583,114.3
7584,16.02
7585,199.92
7586,89.625
7587,12.8
7588,-2.3232
7589,148.68
7590,-1.944
7591,34.14
7592,735.034
7593,-10.629
7594,101.07
7595,335.513
7596,-0.2685
7597,178.2
7598,8.766
7599,-122.808
7600,-66.528
7601,4.6644
7602,16.3352
7603,17.6016
7604,21.1428
7605,-12.876
7606,12.12
7607,7.82
7608,-20.844
7609,4.68
7610,11.685
7611,-3.906
7612,0.5994
7613,59.04
7614,1.56
7615,3.6
7616,17.1
7617,18.486
7618,-7.98
7619,107.346
7620,9.12
7621,-0.972
7622,4.05
7623,-5.082
7624,10.92
7625,-86.3016
7626,24.03
7627,10.32
7628,32.01
7629,2.64
7630,-2.112
7631,1.44
7632,-2.544
7633,0.99
7634,369.27
7635,0.75
7636,72.36
7637,2.82
7638,0.0
7639,10.83
7640,12.48
7641,11.2504
7642,76.56
7643,-114.24
7644,25.176
7645,31.22
7646,22.3
7647,-35.328
7648,-155.175
7649,7.0096
7650,7.11
7651,14.94
7652,1.66
7653,12.0765
7654,-12.6714
7655,114.248
7656,58.12
7657,-499.11
7658,629.991
7659,11.07
7660,5.67
7661,32.76
7662,207.45
7663,16.9308
7664,-65.1504
7665,-2.88
7666,1.65
7667,6.7536
7668,-50.976
7669,-28.3941
7670,3.21
7671,-7.2
7672,-206.325
7673,23.808
7674,-50.175
7675,7.92
7676,13.932
7677,334.499
7678,6.8274
7679,17.8935
7680,12.42
7681,19.596
7682,5.88
7683,-11.61
7684,9.24
7685,180.24
7686,-8.628
